Office for Lease - 9/16/2016,1,1,7677 W. Emerald St.,7677 W Emerald St,7677,Boise,Idaho,83704     ,3000 SF,1500 SF,Office for Lease - 9/16/2016,Medical Office,$1.04 /SF/Mo,$12.50 /SF/Yr,,Modified Gross,20333894,Steve Cannariato,FIELD UNAVAILABLE,stevec@hcollc.com,(208) 376-6800,Dental office with space #7677 available. Nice Floorplan  Lockbox on exterior doors. Please call listing agent for code.,http://www.loopnet.com/lid/20333894,
West Bench,2,2,600 Armstrong,600 N. Armstrong Place,110,Boise,Idaho,83704     ,17340 SF,3548 SF,West Bench,Office Building,$1.08 /SF/Mo,$13 /SF/Yr,,Full Service,18142902,Karena Gilbert,Thornton Oliver Keller,karena@tokcommercial.com,(208) 947-0853, ,http://www.loopnet.com/lid/18142902,
West Bench,1,1,Westgate Professional Plaza,7964 W. Fairview Avenue,7982 Fairview,Boise,Idaho,83704     ,,1192 SF,West Bench,Strip Center,$1.04 /SF/Mo,$12.50 /SF/Yr,,Full Service,18089547,Wendy Shoemaker,Intermountain Commercial Real Estate,wendy@icrellc.com,(208) 859-2816, ,http://www.loopnet.com/lid/18089547,
West Bench,1,1,Alta Building,12592 W. Explorer Drive,150,Boise,Idaho,83713     ,23439 SF,5971 SF,West Bench,Office Building,$1.58 /SF/Mo,$19 /SF/Yr,,Full Service,17890948,Patrick Shalz,Thornton Oliver Keller,pat@tokcommercial.com,(208) 947-0834, ,http://www.loopnet.com/lid/17890948,
West Bench,1,1,Emerald Corporate Park 4,554 N. Steelhead Way,180,Boise,Idaho,83704     ,16000 SF,1862 SF,West Bench,Office Building,$1.08 /SF/Mo,$13 /SF/Yr,,Full Service,17334340,Nick Schuitemaker,Thornton Oliver Keller,nick@tokcommercial.com,(208) 947-0802, ,http://www.loopnet.com/lid/17334340,
West Bench,1,1,Emerald Corporate Park 5,545 N. Benjamin Lane,175,Boise,Idaho,83704     ,18048 SF,2804 SF,West Bench,Office Building,$1.08 /SF/Mo,$13 /SF/Yr,,Full Service,17334341,Nick Schuitemaker,Thornton Oliver Keller,nick@tokcommercial.com,(208) 947-0802, ,http://www.loopnet.com/lid/17334341,
West Bench,1,1,Emerald Corporate Park 2,8665 W. Emerald Street,140,Boise,Idaho,83704     ,18048 SF,4075 SF,West Bench,Office Building,$1.08 /SF/Mo,$13 /SF/Yr,,Full Service,17334338,Nick Schuitemaker,Thornton Oliver Keller,nick@tokcommercial.com,(208) 947-0802, ,http://www.loopnet.com/lid/17334338,
West Bench,3,1,Westpark Corp Campus B,9941-9955 W. Emerald Street,9945,Boise,Idaho,83704     ,20230 SF,2568 SF,West Bench,Flex Space,$0.61 /SF/Mo,$7.32 /SF/Yr,,NNN,15976215,Dan Minnaert,Thornton Oliver Keller,dan@tokcommercial.com,(208) 947-0845, ,http://www.loopnet.com/lid/15976215,
West Bench,3,2,Westpark Corp Campus B,9941-9955 W. Emerald Street,9941,Boise,Idaho,83704     ,20230 SF,7703 SF,West Bench,Flex Space,$0.69 /SF/Mo,$8.28 /SF/Yr,,NNN,15976215,Dan Minnaert,Thornton Oliver Keller,dan@tokcommercial.com,(208) 947-0845, ,http://www.loopnet.com/lid/15976215,
West Bench,3,3,Westpark Corp Campus B,9941-9955 W. Emerald Street,9955,Boise,Idaho,83704     ,20230 SF,4965 SF,West Bench,Flex Space,$0.65 /SF/Mo,$7.80 /SF/Yr,,NNN,15976215,Dan Minnaert,Thornton Oliver Keller,dan@tokcommercial.com,(208) 947-0845, ,http://www.loopnet.com/lid/15976215,
West Bench,6,1,3155 Fairview,3155 E. Fairview Avenue,1,Meridian,Idaho,83642     ,8400 SF,1800 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,6,2,3155 Fairview,3155 E. Fairview Avenue,2,Meridian,Idaho,83642     ,8400 SF,1200 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,6,3,3155 Fairview,3155 E. Fairview Avenue,3,Meridian,Idaho,83642     ,8400 SF,1152 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,6,4,3155 Fairview,3155 E. Fairview Avenue,4,Meridian,Idaho,83642     ,8400 SF,1200 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,6,5,3155 Fairview,3155 E. Fairview Avenue,5,Meridian,Idaho,83642     ,8400 SF,1200 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,6,6,3155 Fairview,3155 E. Fairview Avenue,6,Meridian,Idaho,83642     ,8400 SF,1800 SF,West Bench,Retail (Other),Negotiable,Negotiable,,NNN,15182566,Mark Schlag,Thornton Oliver Keller,marks@tokcommercial.com,(208) 947-0817, ,http://www.loopnet.com/lid/15182566,
West Bench,1,1,Emerald & Benjamin Retail,8502 - 8504 W. Emerald Street,1,Boise,Idaho,83704     ,7630 SF,1250 SF,West Bench,Retail (Other),$1.38 /SF/Mo,$16.50 /SF/Yr,,NNN,14774409,John Stevens,Thornton Oliver Keller,john@tokcommercial.com,(208) 947-0814, ,http://www.loopnet.com/lid/14774409,
Northwest Boise,1,1,Savannah Plaza,5997 W State St,200,Boise,Idaho,83703     ,2456 SF,1228 SF,Northwest Boise,Office Building,$1.17 /SF/Mo,$14 /SF/Yr,, ,20328383,Mallisa Jackson,Colliers International,mallisa.jackson@colliers.com,(208) 353-1597, ,http://www.loopnet.com/lid/20328383,
Northwest Boise,1,1,High Visibility Retail,6728-6732 W State St,6730,Boise,Idaho,83714     ,7792 SF,596 SF,Northwest Boise,Street Retail,$0.83 /SF/Mo,$10 /SF/Yr,,NNN,20319406,Jason O’Very,FIELD UNAVAILABLE,jasono@leeidaho.com,(208) 343-2300, ,http://www.loopnet.com/lid/20319406,
Northwest Boise,1,1,Showroom/Office Flex Space,8529 W State St,Space 1,Boise,Idaho,83714     ,5695 SF,5695 SF,Northwest Boise,Office Building,$0.66 /SF/Mo,$7.90 /SF/Yr,,NNN,20319240,Chase Erkins,FIELD UNAVAILABLE,chasee@leeidaho.com,(208) 789-4900,3370 SF +/- 2325 SF of Outbuilding,http://www.loopnet.com/lid/20319240,
Northwest Boise,6,1,Lakeharbor Retail,3100 Lakeharbor Lane,114,Boise,Idaho,83703     ,,1444 SF,Northwest Boise,Strip Center,$1.46 /SF/Mo,$17.50 /SF/Yr,,Full Service,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,First floor retail space facing State Street.,http://www.loopnet.com/lid/20285630,
Northwest Boise,6,2,Lakeharbor Retail,3100 Lakeharbor Lane,118,Boise,Idaho,83703     ,,902 SF,Northwest Boise,Strip Center,$1.46 /SF/Mo,$17.50 /SF/Yr,,Full Service,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,First floor retail space facing State Street. Former salon with 4 stations and 2 sinks.,http://www.loopnet.com/lid/20285630,
Northwest Boise,6,3,Lakeharbor Retail,3100 Lakeharbor Lane,150,Boise,Idaho,83703     ,,3284 SF,Northwest Boise,Strip Center,$1.46 /SF/Mo,$17.50 /SF/Yr,,Full Service,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,First floor retail space facing Silver Lake. Former yoga studio,http://www.loopnet.com/lid/20285630,
Northwest Boise,6,4,Lakeharbor Retail,3100 Lakeharbor Lane,160,Boise,Idaho,83703     ,,3376 SF,Northwest Boise,Strip Center,$1 /SF/Mo,$11.95 /SF/Yr,,NNN,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,First floor retail space facing Silver Lake. Café space with outdoor patio.,http://www.loopnet.com/lid/20285630,
Northwest Boise,6,5,Lakeharbor Retail,3100 Lakeharbor Lane,5921 Silverlake Lane,Boise,Idaho,83703     ,,4614 SF,Northwest Boise,Strip Center,$1.25 /SF/Mo,$14.95 /SF/Yr,,NNN,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,Stand alone restaurant space next to the Lakeharbor Building. Commercial kitchen with hood. Great views of Silver Lake.,http://www.loopnet.com/lid/20285630,
Northwest Boise,6,6,Lakeharbor Retail,3100 Lakeharbor Lane,5033 W State St,Boise,Idaho,83703     ,,1.27 AC,Northwest Boise,Strip Center,Negotiable,Negotiable,, ,20285630,Brianna Miller,Thornton Oliver Keller,brianna@tokcommercial.com,(208) 947-5519,New retail pad opportunity with prime State Street frontage on the commuting into Downtown Boise south side of the street. Drive thru possible.,http://www.loopnet.com/lid/20285630,
Northwest Boise,26,1,Lakeharbor Office,3050 Lakeharbor Lane,120,Boise,Idaho,83703     ,77868 SF,2177 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,2,Lakeharbor Office,3050 Lakeharbor Lane,124,Boise,Idaho,83703     ,77868 SF,1442 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,3,Lakeharbor Office,3050 Lakeharbor Lane,138,Boise,Idaho,83703     ,77868 SF,2699 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,4,Lakeharbor Office,3050 Lakeharbor Lane,146,Boise,Idaho,83703     ,77868 SF,1133 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,5,Lakeharbor Office,3050 Lakeharbor Lane,130,Boise,Idaho,83703     ,77868 SF,6262 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,6,Lakeharbor Office,3050 Lakeharbor Lane,152,Boise,Idaho,83703     ,77868 SF,129 SF,Northwest Boise,Office Building,$1.16 /SF/Mo,$13.95 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,7,Lakeharbor Office,3050 Lakeharbor Lane,161,Boise,Idaho,83703     ,77868 SF,2220 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,8,Lakeharbor Office,3050 Lakeharbor Lane,163a,Boise,Idaho,83703     ,77868 SF,286 SF,Northwest Boise,Office Building,$1.57 /SF/Mo,$18.88 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,9,Lakeharbor Office,3050 Lakeharbor Lane,163b,Boise,Idaho,83703     ,77868 SF,190 SF,Northwest Boise,Office Building,$1.58 /SF/Mo,$18.95 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,10,Lakeharbor Office,3050 Lakeharbor Lane,163c,Boise,Idaho,83703     ,77868 SF,156 SF,Northwest Boise,Office Building,$1.60 /SF/Mo,$19.23 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,11,Lakeharbor Office,3050 Lakeharbor Lane,164,Boise,Idaho,83703     ,77868 SF,454 SF,Northwest Boise,Office Building,$0.99 /SF/Mo,$11.89 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,12,Lakeharbor Office,3050 Lakeharbor Lane,165,Boise,Idaho,83703     ,77868 SF,1206 SF,Northwest Boise,Office Building,$1 /SF/Mo,$11.94 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,13,Lakeharbor Office,3050 Lakeharbor Lane,170,Boise,Idaho,83703     ,77868 SF,233 SF,Northwest Boise,Office Building,$1.57 /SF/Mo,$18.80 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,14,Lakeharbor Office,3050 Lakeharbor Lane,172,Boise,Idaho,83703     ,77868 SF,450 SF,Northwest Boise,Office Building,$1.56 /SF/Mo,$18.67 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,15,Lakeharbor Office,3050 Lakeharbor Lane,173,Boise,Idaho,83703     ,77868 SF,579 SF,Northwest Boise,Office Building,$1.55 /SF/Mo,$18.65 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,16,Lakeharbor Office,3050 Lakeharbor Lane,174,Boise,Idaho,83703     ,77868 SF,305 SF,Northwest Boise,Office Building,$1.59 /SF/Mo,$19.08 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,17,Lakeharbor Office,3050 Lakeharbor Lane,176b,Boise,Idaho,83703     ,77868 SF,608 SF,Northwest Boise,Office Building,$1.58 /SF/Mo,$18.95 /SF/Yr,, ,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,18,Lakeharbor Office,3050 Lakeharbor Lane,209,Boise,Idaho,83703     ,77868 SF,893 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,19,Lakeharbor Office,3050 Lakeharbor Lane,217,Boise,Idaho,83703     ,77868 SF,459 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,20,Lakeharbor Office,3050 Lakeharbor Lane,218,Boise,Idaho,83703     ,77868 SF,2125 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,21,Lakeharbor Office,3050 Lakeharbor Lane,219,Boise,Idaho,83703     ,77868 SF,853 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,22,Lakeharbor Office,3050 Lakeharbor Lane,220,Boise,Idaho,83703     ,77868 SF,393 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,23,Lakeharbor Office,3050 Lakeharbor Lane,222,Boise,Idaho,83703     ,77868 SF,452 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,24,Lakeharbor Office,3050 Lakeharbor Lane,230,Boise,Idaho,83703     ,77868 SF,1032 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,25,Lakeharbor Office,3050 Lakeharbor Lane,232,Boise,Idaho,83703     ,77868 SF,2662 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,26,26,Lakeharbor Office,3050 Lakeharbor Lane,248,Boise,Idaho,83703     ,77868 SF,892 SF,Northwest Boise,Office Building,$1.38 /SF/Mo,$16.50 /SF/Yr,,Full Service,20285513,Al Marino,Thornton Oliver Keller,al@tokcommercial.com,(208) 947-0811, ,http://www.loopnet.com/lid/20285513,
Northwest Boise,4,1,Collister Shopping Center,FIELD UNAVAILABLE,4764,Boise,Idaho,83703     ,,1701 SF,Northwest Boise,Neighborhood Center,Negotiable,Negotiable,,NNN,19828994,Darin Burrell,Intermountain Commercial Real Estate,darin@icrellc.com,(208) 860-0332,Can be combined with 4764 and 4774,http://www.loopnet.com/lid/19828994,
Northwest Boise,4,2,Collister Shopping Center,FIELD UNAVAILABLE,4774,Boise,Idaho,83703     ,,2938 SF,Northwest Boise,Neighborhood Center,Negotiable,Negotiable,,NNN,19828994,Darin Burrell,Intermountain Commercial Real Estate,darin@icrellc.com,(208) 860-0332,Can be combined with 4764 and 4774,http://www.loopnet.com/lid/19828994,
Northwest Boise,4,3,Collister Shopping Center,FIELD UNAVAILABLE,4712,Boise,Idaho,83703     ,,21071 SF,Northwest Boise,Neighborhood Center,Negotiable,Negotiable,,NNN,19828994,Darin Burrell,Intermountain Commercial Real Estate,darin@icrellc.com,(208) 860-0332, ,http://www.loopnet.com/lid/19828994,
Northwest Boise,4,4,Collister Shopping Center,FIELD UNAVAILABLE,4610,Boise,Idaho,83703     ,,1693 SF,Northwest Boise,Neighborhood Center,Negotiable,Negotiable,,NNN,19828994,Darin Burrell,Intermountain Commercial Real Estate,darin@icrellc.com,(208) 860-0332, ,http://www.loopnet.com/lid/19828994,
Northwest Boise,3,1,Plantation Shopping Center,6650 Glenwood Street,6742-A,Boise,Idaho,83714     ,,1420 SF,Northwest Boise,Community Center,Negotiable,Negotiable,,NNN,19644273,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/19644273,
Northwest Boise,3,2,Plantation Shopping Center,6650 Glenwood Street,6742-B,Boise,Idaho,83714     ,,1417 SF,Northwest Boise,Community Center,Negotiable,Negotiable,,NNN,19644273,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/19644273,
Northwest Boise,3,3,Plantation Shopping Center,6650 Glenwood Street,6742-C,Boise,Idaho,83714     ,,1417 SF,Northwest Boise,Community Center,Negotiable,Negotiable,,NNN,19644273,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/19644273,
Northwest Boise,1,1,,9177 W State St,9177,Garden City,Idaho,83714     ,2040 SF,2040 SF,Northwest Boise,Flex Space,$0.69 - $0.95 /SF/Mo,$8.24 - $11.40 /SF/Yr,,Modified Gross,20201272,Jason Knorpp,KW Commercial Real Estate,jason@teknorinc.com,(208) 283-8121,Total of 2040sf ( 1000sf of office can be leased by itself),http://www.loopnet.com/lid/20201272,
Northwest Boise,2,1,FIELD UNAVAILABLE,6202 W State St,6202,Boise,Idaho,83703     ,,6800 SF,Northwest Boise,Strip Center,$1 /SF/Mo,$12 /SF/Yr,,NNN,20167891,Chris Novak,KW Commercial Real Estate,cnovak14@yahoo.com,(208) 869-4713,FIELD UNAVAILABLE,http://www.loopnet.com/lid/20167891,
Northwest Boise,2,2,FIELD UNAVAILABLE,6202 W State St,6204,Boise,Idaho,83703     ,,1360 SF,Northwest Boise,Strip Center,$1 /SF/Mo,$12 /SF/Yr,,NNN,20167891,Chris Novak,KW Commercial Real Estate,cnovak14@yahoo.com,(208) 869-4713,Open space with bathroom,http://www.loopnet.com/lid/20167891,
Northwest Boise,1,1,Retail Suite | State Street Frontage,4550-4590 W State St,Suite 4550,Boise,Idaho,83703     ,9255 SF,1700 SF,Northwest Boise,Free Standing Bldg,$0.83 /SF/Mo,$10 /SF/Yr,,Modified Gross,20137879,David Gronbeck,FIELD UNAVAILABLE,davidg@leeidaho.com,(208) 861-6664, ,http://www.loopnet.com/lid/20137879,
Northwest Boise,2,1,Fully Furnished Class A Office Space for Lease,7661 West Riverside Drive,2nd Floor,Garden City,Idaho,83714     ,20000 SF,9472 SF,Northwest Boise,Office Building,$1.54 /SF/Mo,$18.50 /SF/Yr,, ,19471707,Jennifer McEntee,FIELD UNAVAILABLE,jennifer.mcentee@paccra.com,(208) 941-9568,FIELD UNAVAILABLE,http://www.loopnet.com/lid/19471707,
Northwest Boise,2,2,Fully Furnished Class A Office Space for Lease,7661 West Riverside Drive,101,Garden City,Idaho,83714     ,20000 SF,2899 SF,Northwest Boise,Office Building,$1.67 /SF/Mo,$20 /SF/Yr,,Full Service,19471707,Jennifer McEntee,FIELD UNAVAILABLE,jennifer.mcentee@paccra.com,(208) 941-9568,First Floor Office Space Can Be Demised - 1424 - 2899 SF - $20.00/SF FSEJ,http://www.loopnet.com/lid/19471707,
Northwest Boise,3,1,Northgate Shopping Center,6906 State Street,7048,Boise,Idaho,83714     ,,7200 SF,Northwest Boise,Neighborhood Center,$0.75 /SF/Mo,$8.95 /SF/Yr,,NNN,16757597,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/16757597,
Northwest Boise,3,2,Northgate Shopping Center,6906 State Street,6916,Boise,Idaho,83714     ,,2897 SF,Northwest Boise,Neighborhood Center,$1 /SF/Mo,$11.95 /SF/Yr,,NNN,16757597,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/16757597,
Northwest Boise,3,3,Northgate Shopping Center,6906 State Street,7074,Boise,Idaho,83714     ,,3540 SF,Northwest Boise,Neighborhood Center,$0.91 /SF/Mo,$10.95 /SF/Yr,,NNN,16757597,Lew Goldman,Colliers International,lew.goldman@colliers.com,(208) 472-2847, ,http://www.loopnet.com/lid/16757597,
Northwest Boise,1,1,State Street Building,5710 West State Street,Space 1,Boise,Idaho,83703     ,13286 SF,13286 SF,Northwest Boise,Free Standing Bldg,Negotiable,Negotiable,,NNN,19880395,Joel Adler,Professional Realty,joeljebstuart@yahoo.com,(805) 432-1148,1st class construction free tanding and located on highly traveled major streeti between Boise and Eagle Idaho,http://www.loopnet.com/lid/19880395,
